sp|Q74EE6|Y1016_GEOSL	K07085
tr|Q749N7|Q749N7_GEOSL	K03831
tr|Q74CV4|Q74CV4_GEOSL	K03799
tr|Q747N6|Q747N6_GEOSL
tr|Q74DL2|Q74DL2_GEOSL	K03406
tr|Q74GJ6|Q74GJ6_GEOSL
tr|Q74FJ7|Q74FJ7_GEOSL	K01588
tr|Q746X3|Q746X3_GEOSL	K13821
tr|Q74FX2|Q74FX2_GEOSL
tr|Q74AQ1|Q74AQ1_GEOSL
tr|Q749R9|Q749R9_GEOSL
tr|Q74A50|Q74A50_GEOSL	K00286
tr|Q74G10|Q74G10_GEOSL	K11784
tr|Q74EQ7|Q74EQ7_GEOSL
tr|Q74D95|Q74D95_GEOSL
tr|Q74G26|Q74G26_GEOSL	K02421
tr|Q749D7|Q749D7_GEOSL	K02587
tr|Q749C4|Q749C4_GEOSL	K02591
tr|Q74AU5|Q74AU5_GEOSL
tr|Q74B28|Q74B28_GEOSL	K06940
tr|Q74BG5|Q74BG5_GEOSL
tr|I7F9E8|I7F9E8_GEOSL
tr|I7EEX0|I7EEX0_GEOSL
tr|Q749B7|Q749B7_GEOSL
tr|Q74EP8|Q74EP8_GEOSL	K11927
tr|Q74AW6|Q74AW6_GEOSL
tr|Q74ES2|Q74ES2_GEOSL
tr|Q749Y9|Q749Y9_GEOSL	K02945
tr|Q74G38|Q74G38_GEOSL	K02410
tr|Q74CL1|Q74CL1_GEOSL
tr|Q74D35|Q74D35_GEOSL	K08309
tr|Q74DD9|Q74DD9_GEOSL	K01715
tr|Q74ET5|Q74ET5_GEOSL
tr|Q74GG0|Q74GG0_GEOSL
tr|Q74D91|Q74D91_GEOSL	K04749
tr|Q74AX8|Q74AX8_GEOSL	K02450
tr|Q74C77|Q74C77_GEOSL	K02237
tr|Q746V1|Q746V1_GEOSL	K00464
tr|Q74AI1|Q74AI1_GEOSL
tr|Q74GC5|Q74GC5_GEOSL	K02461
tr|Q74GL0|Q74GL0_GEOSL
tr|Q748B6|Q748B6_GEOSL	K03558
tr|Q747X8|Q747X8_GEOSL
tr|Q74BL0|Q74BL0_GEOSL	K02663
tr|Q746Q8|Q746Q8_GEOSL
tr|Q74G78|Q74G78_GEOSL	K04061
tr|Q74G59|Q74G59_GEOSL	K09928
tr|Q74AJ9|Q74AJ9_GEOSL
tr|Q749S4|Q749S4_GEOSL
tr|Q3V8D0|Q3V8D0_GEOSL	K02401
tr|I7EEX5|I7EEX5_GEOSL
tr|Q747Z1|Q747Z1_GEOSL
tr|Q74GM5|Q74GM5_GEOSL	K02277
tr|Q74DQ8|Q74DQ8_GEOSL
tr|Q749V5|Q749V5_GEOSL	K00344
tr|Q74BC8|Q74BC8_GEOSL
tr|I7FIG0|I7FIG0_GEOSL
tr|Q74GM8|Q74GM8_GEOSL	K07152
tr|Q749D5|Q749D5_GEOSL
tr|Q74F67|Q74F67_GEOSL	K12141
tr|Q74DB9|Q74DB9_GEOSL
tr|Q74AL6|Q74AL6_GEOSL
tr|Q749E8|Q749E8_GEOSL
tr|Q74C58|Q74C58_GEOSL	K07285
tr|I7EP20|I7EP20_GEOSL
tr|Q749X5|Q749X5_GEOSL	K03072
tr|Q74EN8|Q74EN8_GEOSL	K02066
tr|Q74G30|Q74G30_GEOSL	K02390
tr|Q74EJ0|Q74EJ0_GEOSL
tr|Q74CP4|Q74CP4_GEOSL	K00134
tr|Q74AT7|Q74AT7_GEOSL
tr|Q74BS8|Q74BS8_GEOSL
tr|Q74D81|Q74D81_GEOSL	K06923
tr|Q749W7|Q749W7_GEOSL
tr|Q74H12|Q74H12_GEOSL
tr|Q74F02|Q74F02_GEOSL	K05964
tr|Q749V8|Q749V8_GEOSL
tr|Q74E80|Q74E80_GEOSL
tr|Q74D84|Q74D84_GEOSL	K02034
tr|Q74F64|Q74F64_GEOSL
tr|Q74A36|Q74A36_GEOSL
tr|Q74BW8|Q74BW8_GEOSL	K01653
tr|Q74EF2|Q74EF2_GEOSL	K08307
tr|Q74BH8|Q74BH8_GEOSL
tr|Q74G67|Q74G67_GEOSL
tr|Q74FP2|Q74FP2_GEOSL
tr|Q74DE7|Q74DE7_GEOSL
tr|Q74F26|Q74F26_GEOSL
tr|Q748W3|Q748W3_GEOSL	K04034
tr|Q74D65|Q74D65_GEOSL
tr|Q74F82|Q74F82_GEOSL
tr|Q747A5|Q747A5_GEOSL
tr|Q74EQ5|Q74EQ5_GEOSL	K21029
tr|Q74BK4|Q74BK4_GEOSL
tr|Q749N4|Q749N4_GEOSL
tr|Q74FT9|Q74FT9_GEOSL
tr|Q74BI6|Q74BI6_GEOSL
tr|Q747W8|Q747W8_GEOSL	K13818
tr|Q74G80|Q74G80_GEOSL	K07139
tr|Q74E12|Q74E12_GEOSL
tr|Q74D22|Q74D22_GEOSL
tr|Q747B1|Q747B1_GEOSL
tr|Q74H38|Q74H38_GEOSL
tr|Q74G91|Q74G91_GEOSL
tr|Q74CW7|Q74CW7_GEOSL	K21020
tr|Q74CD4|Q74CD4_GEOSL
tr|Q749J6|Q749J6_GEOSL
tr|Q74FP4|Q74FP4_GEOSL
tr|Q74EZ6|Q74EZ6_GEOSL	K07323
tr|Q74FV1|Q74FV1_GEOSL
tr|I7F9K6|I7F9K6_GEOSL
tr|Q74DW3|Q74DW3_GEOSL	K00971
tr|Q747S5|Q747S5_GEOSL	K03116
tr|Q74DJ7|Q74DJ7_GEOSL	K07709
tr|Q74FG7|Q74FG7_GEOSL	K03106
tr|Q746Y6|Q746Y6_GEOSL
tr|Q747D7|Q747D7_GEOSL
tr|Q746Z0|Q746Z0_GEOSL	K07457
tr|Q748K2|Q748K2_GEOSL	K06042
tr|Q748W6|Q748W6_GEOSL
tr|Q74GN3|Q74GN3_GEOSL
tr|Q74AQ9|Q74AQ9_GEOSL
tr|Q74BR6|Q74BR6_GEOSL
tr|Q74EV8|Q74EV8_GEOSL
tr|Q74FR1|Q74FR1_GEOSL
tr|I7FIK8|I7FIK8_GEOSL
tr|Q747M2|Q747M2_GEOSL
tr|Q74A77|Q74A77_GEOSL
tr|Q748W9|Q748W9_GEOSL
tr|Q74CB1|Q74CB1_GEOSL
tr|Q74GL5|Q74GL5_GEOSL
tr|Q74F98|Q74F98_GEOSL
tr|Q74DA8|Q74DA8_GEOSL	K04488
tr|Q747Q1|Q747Q1_GEOSL
tr|Q74EP5|Q74EP5_GEOSL	K09790
tr|I7EEV0|I7EEV0_GEOSL
tr|I7F9F4|I7F9F4_GEOSL
tr|Q74BG2|Q74BG2_GEOSL	K05515
tr|Q746W3|Q746W3_GEOSL	K02029
tr|Q74BI2|Q74BI2_GEOSL	K03409
tr|Q746R9|Q746R9_GEOSL	K05337
tr|Q74A95|Q74A95_GEOSL
tr|Q747F2|Q747F2_GEOSL
tr|Q74GD0|Q74GD0_GEOSL
tr|Q74CR6|Q74CR6_GEOSL	K01808
tr|Q74B98|Q74B98_GEOSL
tr|Q74H41|Q74H41_GEOSL	K19135
tr|Q74F89|Q74F89_GEOSL	K05919
tr|Q74BN5|Q74BN5_GEOSL	K01997
tr|Q74FN9|Q74FN9_GEOSL	K01246
tr|Q746U0|Q746U0_GEOSL
tr|Q749G4|Q749G4_GEOSL	K21744
tr|Q74DQ7|Q74DQ7_GEOSL	K19342
tr|Q74B24|Q74B24_GEOSL	K13993
tr|Q747E3|Q747E3_GEOSL
tr|Q748A4|Q748A4_GEOSL
tr|Q74A06|Q74A06_GEOSL
tr|Q747Y5|Q747Y5_GEOSL
tr|Q747H8|Q747H8_GEOSL	K22132
tr|Q749U5|Q749U5_GEOSL
tr|Q748S5|Q748S5_GEOSL	K23876
tr|Q748I4|Q748I4_GEOSL
tr|Q74BS1|Q74BS1_GEOSL	K01912
tr|I7FKD9|I7FKD9_GEOSL
tr|Q747W2|Q747W2_GEOSL
tr|Q74G16|Q74G16_GEOSL	K02669
tr|Q74BG8|Q74BG8_GEOSL
tr|Q74H64|Q74H64_GEOSL	K03562
tr|Q74GK6|Q74GK6_GEOSL	K00645
tr|Q74DF3|Q74DF3_GEOSL	K00986
tr|Q748E6|Q748E6_GEOSL	K00528
tr|Q74CA4|Q74CA4_GEOSL
tr|I7EF23|I7EF23_GEOSL	K09701
tr|Q74DH4|Q74DH4_GEOSL
tr|Q74AI6|Q74AI6_GEOSL	K11754
tr|Q74FY0|Q74FY0_GEOSL
tr|Q74G39|Q74G39_GEOSL	K02409
tr|Q747F0|Q747F0_GEOSL
tr|Q74G56|Q74G56_GEOSL
tr|Q74B43|Q74B43_GEOSL
tr|Q748H5|Q748H5_GEOSL	K02556
tr|Q74H74|Q74H74_GEOSL
tr|Q74G68|Q74G68_GEOSL	K23734
tr|Q749J8|Q749J8_GEOSL
tr|Q74DT0|Q74DT0_GEOSL
tr|Q749R6|Q749R6_GEOSL	K03298
tr|Q74F62|Q74F62_GEOSL
tr|Q749E1|Q749E1_GEOSL	K05951
tr|Q74FI3|Q74FI3_GEOSL
tr|Q749R7|Q749R7_GEOSL
tr|Q74G12|Q74G12_GEOSL	K03186
tr|Q74EV5|Q74EV5_GEOSL
tr|Q74DR8|Q74DR8_GEOSL
tr|Q748W1|Q748W1_GEOSL
tr|Q74E75|Q74E75_GEOSL	K07138
tr|Q74EE1|Q74EE1_GEOSL
tr|Q74CB2|Q74CB2_GEOSL
tr|Q74GS5|Q74GS5_GEOSL
tr|Q74B93|Q74B93_GEOSL
tr|Q74GW2|Q74GW2_GEOSL	K03409
tr|Q74EX3|Q74EX3_GEOSL	K06140
tr|Q747I5|Q747I5_GEOSL	K03671
tr|Q74FS3|Q74FS3_GEOSL
tr|Q74C98|Q74C98_GEOSL	K02456
tr|Q748T0|Q748T0_GEOSL	K00548
tr|Q746S9|Q746S9_GEOSL	K00336
tr|Q74GD1|Q74GD1_GEOSL
tr|Q74C50|Q74C50_GEOSL	K00995
tr|Q74EB3|Q74EB3_GEOSL
tr|Q74DG8|Q74DG8_GEOSL	K02047
tr|Q74DM5|Q74DM5_GEOSL
tr|Q74EB4|Q74EB4_GEOSL	K00784
tr|Q74EL9|Q74EL9_GEOSL
tr|Q74AR3|Q74AR3_GEOSL	K00763
tr|Q74G71|Q74G71_GEOSL	K02437
tr|Q74AT0|Q74AT0_GEOSL	K04567
tr|Q749D1|Q749D1_GEOSL
tr|Q74G22|Q74G22_GEOSL	K11905
tr|Q748G8|Q748G8_GEOSL
tr|Q749K0|Q749K0_GEOSL
tr|Q748V4|Q748V4_GEOSL
tr|Q74BF2|Q74BF2_GEOSL	K03569
tr|Q749X7|Q749X7_GEOSL
tr|Q74EK9|Q74EK9_GEOSL
tr|Q747Y6|Q747Y6_GEOSL
tr|Q748H8|Q748H8_GEOSL	K06320
tr|Q74B69|Q74B69_GEOSL	K03286
tr|Q74A29|Q74A29_GEOSL	K08296
tr|Q74A08|Q74A08_GEOSL
tr|Q74FN4|Q74FN4_GEOSL	K07025
tr|Q747H5|Q747H5_GEOSL	K15987
tr|Q74FZ2|Q74FZ2_GEOSL	K09458
tr|Q74AY6|Q74AY6_GEOSL
tr|Q74BM0|Q74BM0_GEOSL	K01262
tr|Q74FS5|Q74FS5_GEOSL	K01778
tr|Q74B16|Q74B16_GEOSL
tr|Q74C14|Q74C14_GEOSL	K00176
tr|Q74D26|Q74D26_GEOSL	K02653
tr|Q749J5|Q749J5_GEOSL
tr|Q74FJ5|Q74FJ5_GEOSL	K07399
tr|Q749R8|Q749R8_GEOSL
tr|Q74BC0|Q74BC0_GEOSL
tr|Q74F37|Q74F37_GEOSL
tr|Q749F8|Q749F8_GEOSL
tr|Q74EW6|Q74EW6_GEOSL
tr|I7F9D6|I7F9D6_GEOSL
tr|Q74AM2|Q74AM2_GEOSL
tr|Q74EV0|Q74EV0_GEOSL	K00963
tr|Q74FX1|Q74FX1_GEOSL
tr|Q747J8|Q747J8_GEOSL
tr|Q748M2|Q748M2_GEOSL	K00950
tr|Q748B9|Q748B9_GEOSL
tr|Q74AR7|Q74AR7_GEOSL	K07037
tr|Q747E5|Q747E5_GEOSL	K03284
tr|Q74FU9|Q74FU9_GEOSL
tr|Q748Q3|Q748Q3_GEOSL
tr|Q74GK3|Q74GK3_GEOSL	K02517
tr|Q74D70|Q74D70_GEOSL
tr|Q74D78|Q74D78_GEOSL
tr|Q74A34|Q74A34_GEOSL	K13014
tr|Q749H7|Q749H7_GEOSL
tr|Q74CC8|Q74CC8_GEOSL	K05788
tr|Q74B18|Q74B18_GEOSL
tr|Q748A3|Q748A3_GEOSL	K03466
tr|Q748V2|Q748V2_GEOSL
tr|Q74FU4|Q74FU4_GEOSL
tr|Q749F3|Q749F3_GEOSL
tr|Q746X8|Q746X8_GEOSL
tr|Q74F22|Q74F22_GEOSL	K03116
tr|Q74FI0|Q74FI0_GEOSL
tr|Q74EG1|Q74EG1_GEOSL
tr|Q74BK7|Q74BK7_GEOSL
tr|Q74CR1|Q74CR1_GEOSL	K03296
tr|Q748D1|Q748D1_GEOSL	K03587
tr|Q74EN6|Q74EN6_GEOSL	K02067
tr|Q74H17|Q74H17_GEOSL
tr|Q74AF6|Q74AF6_GEOSL
tr|Q74EG3|Q74EG3_GEOSL	K00677
tr|Q748P4|Q748P4_GEOSL	K03671
tr|Q74BH1|Q74BH1_GEOSL
tr|Q747S8|Q747S8_GEOSL	K05337
tr|Q74E97|Q74E97_GEOSL	K02674
tr|Q74BD2|Q74BD2_GEOSL
tr|Q749L2|Q749L2_GEOSL
tr|Q74BS5|Q74BS5_GEOSL
tr|Q74GN9|Q74GN9_GEOSL	K03704
tr|Q74BK3|Q74BK3_GEOSL	K02674
tr|Q74GS2|Q74GS2_GEOSL	K09705
tr|Q74FS0|Q74FS0_GEOSL	K06864
tr|Q746Z2|Q746Z2_GEOSL
tr|Q747A4|Q747A4_GEOSL
tr|Q74F97|Q74F97_GEOSL
tr|Q748C0|Q748C0_GEOSL
tr|Q74AZ9|Q74AZ9_GEOSL
tr|Q748M3|Q748M3_GEOSL
tr|Q74CY5|Q74CY5_GEOSL	K02451
tr|Q74D88|Q74D88_GEOSL	K07028
tr|Q74CN1|Q74CN1_GEOSL
tr|Q74EN1|Q74EN1_GEOSL
tr|Q74AL4|Q74AL4_GEOSL	K05570
tr|Q74G32|Q74G32_GEOSL	K02389
tr|Q74DQ6|Q74DQ6_GEOSL
tr|Q74G19|Q74G19_GEOSL	K11907
tr|Q74B58|Q74B58_GEOSL
tr|Q74BA8|Q74BA8_GEOSL
tr|Q74B63|Q74B63_GEOSL
tr|Q74EE7|Q74EE7_GEOSL
tr|Q74B49|Q74B49_GEOSL	K01091
tr|Q74AU6|Q74AU6_GEOSL
tr|Q748F2|Q748F2_GEOSL	K02386
tr|Q74FH9|Q74FH9_GEOSL
tr|Q74ER3|Q74ER3_GEOSL
tr|Q749T8|Q749T8_GEOSL	K00161
tr|I7FIJ4|I7FIJ4_GEOSL
tr|Q74A57|Q74A57_GEOSL
tr|Q74EY5|Q74EY5_GEOSL
tr|I7FID4|I7FID4_GEOSL
tr|Q74EH2|Q74EH2_GEOSL
tr|Q748M6|Q748M6_GEOSL	K15986
tr|Q74D30|Q74D30_GEOSL
tr|Q748P9|Q748P9_GEOSL	K03892
tr|Q74C05|Q74C05_GEOSL	K00525
tr|Q74ER5|Q74ER5_GEOSL
tr|Q748U0|Q748U0_GEOSL
tr|Q74BI4|Q74BI4_GEOSL
tr|Q74AG6|Q74AG6_GEOSL	K01999
tr|Q74AM1|Q74AM1_GEOSL
tr|Q747E9|Q747E9_GEOSL
tr|Q74DD2|Q74DD2_GEOSL	K07012
tr|Q74AF2|Q74AF2_GEOSL
tr|Q74AV0|Q74AV0_GEOSL
tr|Q748S3|Q748S3_GEOSL
tr|Q74G87|Q74G87_GEOSL	K03286
tr|Q74FB9|Q74FB9_GEOSL
tr|Q74AX5|Q74AX5_GEOSL
tr|Q74FJ3|Q74FJ3_GEOSL
tr|Q74DL6|Q74DL6_GEOSL	K03406
tr|Q74H08|Q74H08_GEOSL	K17995
tr|Q74FK9|Q74FK9_GEOSL
tr|Q74AY1|Q74AY1_GEOSL	K03408
tr|Q747V6|Q747V6_GEOSL
tr|Q74FH7|Q74FH7_GEOSL
tr|Q74B84|Q74B84_GEOSL
tr|Q74CV1|Q74CV1_GEOSL	K05794
tr|Q748T2|Q748T2_GEOSL	K00615
tr|Q74GD9|Q74GD9_GEOSL	K04653
tr|Q746Q7|Q746Q7_GEOSL	K07107
tr|Q747V7|Q747V7_GEOSL	K12339
tr|Q747S6|Q747S6_GEOSL
tr|I7EEU5|I7EEU5_GEOSL
tr|Q74D63|Q74D63_GEOSL
tr|Q748G7|Q748G7_GEOSL
tr|Q74BN4|Q74BN4_GEOSL	K01998
tr|Q749S0|Q749S0_GEOSL
tr|Q747C2|Q747C2_GEOSL
tr|Q74G52|Q74G52_GEOSL	K06897
tr|Q747V3|Q747V3_GEOSL	K01620
tr|Q74FT8|Q74FT8_GEOSL	K07182
tr|Q749Q2|Q749Q2_GEOSL	K04754
tr|Q74EB8|Q74EB8_GEOSL
tr|Q74C54|Q74C54_GEOSL	K01448
tr|Q74B38|Q74B38_GEOSL
tr|Q74EH4|Q74EH4_GEOSL
tr|Q74AM9|Q74AM9_GEOSL
tr|Q74CE9|Q74CE9_GEOSL
tr|Q74H01|Q74H01_GEOSL	K03390
tr|I7FIB9|I7FIB9_GEOSL
tr|Q74BX8|Q74BX8_GEOSL	K02066
tr|Q74F24|Q74F24_GEOSL	K06281
tr|Q74DF6|Q74DF6_GEOSL
tr|Q74EA2|Q74EA2_GEOSL	K11358
tr|Q74H04|Q74H04_GEOSL	K14127
tr|Q74G11|Q74G11_GEOSL	K18285
tr|Q747S9|Q747S9_GEOSL
tr|Q74ET3|Q74ET3_GEOSL
tr|Q74CB5|Q74CB5_GEOSL	K11175
tr|Q74H66|Q74H66_GEOSL	K03646
tr|Q74CE7|Q74CE7_GEOSL	K06204
tr|Q74AC4|Q74AC4_GEOSL
tr|Q74H16|Q74H16_GEOSL
tr|Q74G77|Q74G77_GEOSL
tr|Q74F46|Q74F46_GEOSL
tr|Q74AE3|Q74AE3_GEOSL
tr|Q747T4|Q747T4_GEOSL	K00647
tr|Q74BQ5|Q74BQ5_GEOSL
tr|Q74E22|Q74E22_GEOSL	K03408
tr|Q74GT7|Q74GT7_GEOSL	K01586
tr|Q74BA7|Q74BA7_GEOSL	K04751
tr|Q748L5|Q748L5_GEOSL	K09815
tr|Q74G20|Q74G20_GEOSL	K11895
tr|I7FK70|I7FK70_GEOSL
tr|Q74B03|Q74B03_GEOSL	K13993
tr|Q747E0|Q747E0_GEOSL
tr|Q74GX5|Q74GX5_GEOSL
tr|Q74CJ9|Q74CJ9_GEOSL
tr|I7FIG5|I7FIG5_GEOSL
tr|Q74GN2|Q74GN2_GEOSL	K06923
tr|Q74E11|Q74E11_GEOSL
tr|Q74BD5|Q74BD5_GEOSL
tr|Q74FJ1|Q74FJ1_GEOSL
tr|Q74C32|Q74C32_GEOSL	K07576
tr|Q74FX6|Q74FX6_GEOSL
tr|Q74FR7|Q74FR7_GEOSL
tr|Q74AF5|Q74AF5_GEOSL
tr|Q74EP1|Q74EP1_GEOSL	K08300
tr|Q74DD5|Q74DD5_GEOSL
tr|Q74ED4|Q74ED4_GEOSL
tr|Q747T5|Q747T5_GEOSL
tr|Q74FH3|Q74FH3_GEOSL
tr|Q74DI0|Q74DI0_GEOSL
tr|Q74BV1|Q74BV1_GEOSL
tr|Q74E56|Q74E56_GEOSL
tr|Q748V3|Q748V3_GEOSL
tr|Q74H20|Q74H20_GEOSL	K07275
tr|Q74CA5|Q74CA5_GEOSL	K09798
tr|Q74DP8|Q74DP8_GEOSL
tr|Q74DC0|Q74DC0_GEOSL
tr|Q747R2|Q747R2_GEOSL	K03634
tr|Q747Y3|Q747Y3_GEOSL	K03530
tr|Q74EJ5|Q74EJ5_GEOSL
tr|Q749H1|Q749H1_GEOSL
tr|Q748B8|Q748B8_GEOSL	K03086
tr|Q74GD2|Q74GD2_GEOSL
tr|Q74GH3|Q74GH3_GEOSL
tr|Q74AA4|Q74AA4_GEOSL
tr|Q74A85|Q74A85_GEOSL
tr|Q74AK7|Q74AK7_GEOSL
tr|Q74B48|Q74B48_GEOSL
tr|Q74GE9|Q74GE9_GEOSL	K03408
tr|Q74A97|Q74A97_GEOSL
tr|Q74FD3|Q74FD3_GEOSL
tr|Q74C46|Q74C46_GEOSL
tr|Q74D36|Q74D36_GEOSL	K22296
tr|Q74CJ7|Q74CJ7_GEOSL
tr|Q747H7|Q747H7_GEOSL
tr|Q74FA0|Q74FA0_GEOSL
tr|Q74D05|Q74D05_GEOSL	K02843
tr|Q74DC6|Q74DC6_GEOSL
tr|Q74B05|Q74B05_GEOSL	K05516
tr|Q74AW4|Q74AW4_GEOSL	K09022
tr|Q74BT8|Q74BT8_GEOSL
tr|Q74AN4|Q74AN4_GEOSL	K00574
tr|Q74F09|Q74F09_GEOSL	K02030
tr|Q74F17|Q74F17_GEOSL
tr|Q74DE0|Q74DE0_GEOSL
tr|Q74FM2|Q74FM2_GEOSL
tr|Q74H70|Q74H70_GEOSL
tr|Q74DG2|Q74DG2_GEOSL	K19092
tr|I7EF44|I7EF44_GEOSL
tr|Q746Z6|Q746Z6_GEOSL
tr|Q74D61|Q74D61_GEOSL
tr|Q74EV7|Q74EV7_GEOSL
tr|Q749B5|Q749B5_GEOSL	K01669
tr|Q74G34|Q74G34_GEOSL
tr|Q74AX7|Q74AX7_GEOSL	K03407
tr|Q748S9|Q748S9_GEOSL
tr|Q74D99|Q74D99_GEOSL
tr|Q74CL3|Q74CL3_GEOSL	K01682
tr|Q747H6|Q747H6_GEOSL
tr|Q749P4|Q749P4_GEOSL	K22106
tr|Q74D64|Q74D64_GEOSL
tr|Q74EK8|Q74EK8_GEOSL	K07491
tr|Q74H33|Q74H33_GEOSL
tr|Q74CA9|Q74CA9_GEOSL	K13789
tr|Q74EZ9|Q74EZ9_GEOSL	K03286
tr|Q74FB0|Q74FB0_GEOSL
tr|Q74GS3|Q74GS3_GEOSL	K06996
tr|Q747R8|Q747R8_GEOSL	K03408
tr|Q74A71|Q74A71_GEOSL
tr|Q74FX8|Q74FX8_GEOSL
tr|Q74EQ2|Q74EQ2_GEOSL	K03738
tr|Q74CS0|Q74CS0_GEOSL	K00645
tr|Q74EG6|Q74EG6_GEOSL
tr|Q74E40|Q74E40_GEOSL	K13038
tr|Q748R5|Q748R5_GEOSL
tr|Q749F9|Q749F9_GEOSL
tr|Q74FF4|Q74FF4_GEOSL	K03089
tr|Q74CD9|Q74CD9_GEOSL	K01999
tr|I7EF58|I7EF58_GEOSL
tr|Q74F18|Q74F18_GEOSL	K06940
tr|Q74GI8|Q74GI8_GEOSL
tr|Q749T2|Q749T2_GEOSL
tr|Q74EU4|Q74EU4_GEOSL	K04074
tr|Q74GN7|Q74GN7_GEOSL
tr|Q74AJ1|Q74AJ1_GEOSL	K03281
tr|Q74A54|Q74A54_GEOSL
tr|Q74E37|Q74E37_GEOSL	K06193
tr|Q74AZ8|Q74AZ8_GEOSL
tr|Q74GJ7|Q74GJ7_GEOSL
tr|Q74DP2|Q74DP2_GEOSL	K04070
tr|Q74G40|Q74G40_GEOSL	K02408
tr|Q74CG1|Q74CG1_GEOSL	K07741
tr|Q747H2|Q747H2_GEOSL
tr|Q74GQ4|Q74GQ4_GEOSL
tr|Q74CK5|Q74CK5_GEOSL
tr|Q746R0|Q746R0_GEOSL
tr|Q74BP3|Q74BP3_GEOSL
tr|Q748G6|Q748G6_GEOSL	K02422
tr|Q74DN7|Q74DN7_GEOSL	K02007
tr|Q74ES1|Q74ES1_GEOSL
tr|Q748V7|Q748V7_GEOSL	K07126
tr|Q74AK6|Q74AK6_GEOSL	K08992
tr|Q74H48|Q74H48_GEOSL
tr|Q74CQ8|Q74CQ8_GEOSL	K06929
tr|Q74CT1|Q74CT1_GEOSL	K06881
tr|Q74F16|Q74F16_GEOSL	K19342
tr|Q74GP6|Q74GP6_GEOSL	K07302
tr|Q74H52|Q74H52_GEOSL
tr|Q748I1|Q748I1_GEOSL
tr|Q74FV2|Q74FV2_GEOSL	K05807
tr|Q748U2|Q748U2_GEOSL
tr|I7EP86|I7EP86_GEOSL
tr|Q74GM0|Q74GM0_GEOSL	K03303
tr|Q74EY3|Q74EY3_GEOSL
tr|Q74DL7|Q74DL7_GEOSL	K03408
tr|Q74H15|Q74H15_GEOSL
tr|Q74GX6|Q74GX6_GEOSL
tr|Q746X4|Q746X4_GEOSL	K01997
tr|Q747S1|Q747S1_GEOSL	K00946
tr|Q74EY8|Q74EY8_GEOSL
tr|Q747D2|Q747D2_GEOSL
tr|I7FIJ1|I7FIJ1_GEOSL
tr|Q74FM1|Q74FM1_GEOSL	K01557
tr|Q74ET8|Q74ET8_GEOSL	K04034
tr|Q74F81|Q74F81_GEOSL	K23753
tr|Q747D1|Q747D1_GEOSL	K09804
tr|Q74AJ5|Q74AJ5_GEOSL
tr|Q74F42|Q74F42_GEOSL
tr|Q747F1|Q747F1_GEOSL
tr|Q74AH9|Q74AH9_GEOSL
tr|Q74A74|Q74A74_GEOSL
tr|Q74FZ8|Q74FZ8_GEOSL	K11785
tr|Q74BE5|Q74BE5_GEOSL	K00196
tr|Q74F75|Q74F75_GEOSL	K12137
tr|Q74EG0|Q74EG0_GEOSL
tr|Q748A1|Q748A1_GEOSL
tr|Q748H3|Q748H3_GEOSL	K05939
tr|Q74F20|Q74F20_GEOSL
tr|Q748H0|Q748H0_GEOSL	K06320
tr|Q74ES5|Q74ES5_GEOSL	K06871
tr|Q74H00|Q74H00_GEOSL	K18889
tr|Q74CP0|Q74CP0_GEOSL	K16052
tr|Q74AL3|Q74AL3_GEOSL	K05569
tr|Q74AB7|Q74AB7_GEOSL	K18829
tr|Q74AH8|Q74AH8_GEOSL
tr|Q74BN6|Q74BN6_GEOSL	K01999
tr|Q74FP3|Q74FP3_GEOSL
tr|Q74G51|Q74G51_GEOSL
tr|Q74GM7|Q74GM7_GEOSL	K02274
tr|Q74FW2|Q74FW2_GEOSL	K01067
tr|Q74FB3|Q74FB3_GEOSL
tr|Q748U3|Q748U3_GEOSL
tr|Q74GS1|Q74GS1_GEOSL	K01067
tr|Q74GK0|Q74GK0_GEOSL
tr|Q74GJ3|Q74GJ3_GEOSL
tr|Q746Z7|Q746Z7_GEOSL
tr|Q74DV1|Q74DV1_GEOSL
tr|Q74BV8|Q74BV8_GEOSL
tr|Q74E96|Q74E96_GEOSL	K07182
tr|Q74EH0|Q74EH0_GEOSL
tr|Q74GG7|Q74GG7_GEOSL
tr|Q74DZ7|Q74DZ7_GEOSL
tr|Q74CV9|Q74CV9_GEOSL
tr|Q74FH8|Q74FH8_GEOSL
tr|I7F9K9|I7F9K9_GEOSL
tr|Q74D06|Q74D06_GEOSL
tr|Q74F35|Q74F35_GEOSL	K18979
tr|Q74E91|Q74E91_GEOSL	K19333
tr|Q74FE2|Q74FE2_GEOSL
tr|Q74E29|Q74E29_GEOSL
tr|Q74DX0|Q74DX0_GEOSL
tr|Q74G57|Q74G57_GEOSL
tr|Q74A32|Q74A32_GEOSL	K01524
tr|Q749T5|Q749T5_GEOSL
tr|Q74EM3|Q74EM3_GEOSL	K04751
tr|Q74GD7|Q74GD7_GEOSL	K04655
tr|Q748J9|Q748J9_GEOSL	K02008
tr|Q74FR8|Q74FR8_GEOSL	K13993
tr|Q749Q1|Q749Q1_GEOSL
tr|Q74FT7|Q74FT7_GEOSL	K14393
tr|Q74AH0|Q74AH0_GEOSL
tr|Q74BS9|Q74BS9_GEOSL
tr|I7F9F2|I7F9F2_GEOSL
tr|Q74GT2|Q74GT2_GEOSL
tr|Q74D74|Q74D74_GEOSL	K16092
